Log Name,File Name,solfndby,Nodes,Active,LPit/n,IntInf,BestBound,BestSolution,Gap,Time
test13184025.run363.neos-3048764-nadi.log,neos-3048764-nadi,,1,0,0.0,0,-3.883988e+09,-3.883988e+09,0.00%,0.10
test13184025.run364.neos-3065804-namu.log,neos-3065804-namu,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,14.26
test13184025.run365.neos-3072252-nete.log,neos-3072252-nete,,39418,0,17.7,51,1.180770e+07,1.180770e+07,0.00%,35.19
test13184025.run366.neos-3075395-nile.log,neos-3075395-nile,,1,0,568.0,14,6.021720e+06,6.021720e+06,0.00%,1.47
test13184025.run367.neos-3083784-nive.log,neos-3083784-nive,,9507631,0,17.0,35,2.785100e+04,2.785100e+04,0.00%,3098
test13184025.run368.neos-3083819-nubu.log,neos-3083819-nubu,,1681,0,10.7,33,6.307996e+06,6.307996e+06,0.00%,0.93
test13184025.run369.neos-3116779-oban.log,neos-3116779-oban,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.09
test13184025.run370.neos-3118745-obra.log,neos-3118745-obra,,2400267,0,18.2,6,2.550000e+02,2.550000e+02,0.00%,420
test13184025.run372.neos-3148108-pahi.log,neos-3148108-pahi,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,1.59
test13184025.run373.neos-3209462-rhin.log,neos-3209462-rhin,,19325,3904,934.6,133,0.000000e+00,1.200000e+01,100.0%,7200
test13184025.run374.neos-3209519-ruhr.log,neos-3209519-ruhr,,1672457,0,38.6,32,4.675000e+02,4.675000e+02,0.00%,4603
test13184025.run375.neos-3211096-shag.log,neos-3211096-shag,,19528184,6388,41.3,114,0.000000e+00,--,Inf,7200
test13184025.run376.neos-3214367-sovi.log,neos-3214367-sovi,,6086,478,15462,782,1.780324e+05,--,Inf,7200
test13184025.run377.neos-3216931-puriri.log,neos-3216931-puriri,,48,0,3696,607,7.132000e+04,7.132000e+04,0.00%,12.47
test13184025.run379.neos-3226448-wkra.log,neos-3226448-wkra,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.36
test13184025.run384.neos-3237086-abava.log,neos-3237086-abava,,9501,569,1504,1335,0.000000e+00,--,Inf,7200
test13184025.run386.neos-3352863-ancoa.log,neos-3352863-ancoa,,193899,3704,450.9,96,2.740000e+04,2.880000e+04,4.86%,7200
test13184025.run387.neos-3354841-apure.log,neos-3354841-apure,,2,0,10.5,0,4.880000e+04,4.880000e+04,0.00%,582
test13184025.run388.neos-3372571-onahau.log,neos-3372571-onahau,,122012,20927,720.3,76,4.024589e-01,4.110552e-01,2.09%,7200
test13184025.run389.neos-3373491-avoca.log,neos-3373491-avoca,,40381876,21169606,2.0,145,2.169326e+10,2.820583e+10,23.1%,7200
test13184025.run390.neos-3381206-awhea.log,neos-3381206-awhea,,1,0,13645,3,4.530000e+02,4.530000e+02,0.00%,1.83
test13184025.run391.neos-3402294-bobin.log,neos-3402294-bobin,,1,0,3299,103,6.725000e-02,6.725000e-02,0.00%,12.60
test13184025.run392.neos-3402454-bohle.log,neos-3402454-bohle,,383,245,839.8,583,6.725000e-02,--,Inf,7200
test13184025.run393.neos-3421095-cinca.log,neos-3421095-cinca,,1803686,0,6.1,29,4.426979e+07,4.426979e+07,0.00%,267
test13184025.run394.neos-3437289-erdre.log,neos-3437289-erdre,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,0.28
test13184025.run395.neos-3530903-gauja.log,neos-3530903-gauja,,4197260,1702205,147.7,300,1.634832e+02,1.690000e+02,3.26%,7200
test13184025.run396.neos-3530905-gaula.log,neos-3530905-gaula,,6142394,3745559,96.0,187,1.506536e+02,1.600000e+02,5.84%,7200
test13184025.run397.neos-3555904-turama.log,neos-3555904-turama,,1,0,47.0,23,-3.470000e+01,-3.470000e+01,0.00%,9.41
test13184025.run398.neos-3572885-glina.log,neos-3572885-glina,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,4.10
test13184025.run399.neos-3581454-haast.log,neos-3581454-haast,,2137265,176767,54.2,127,2.190653e+03,2.298000e+03,4.67%,7200
test13184025.run400.neos-3592146-hawea.log,neos-3592146-hawea,,35306,0,57.1,560,1.546580e+07,1.546580e+07,0.00%,109
test13184025.run401.neos-3610040-iskar.log,neos-3610040-iskar,,2,0,254.0,10,3.700000e+01,3.700000e+01,0.00%,0.13
test13184025.run402.neos-3610051-istra.log,neos-3610051-istra,,26,0,50.5,9,4.900000e+01,4.900000e+01,0.00%,0.28
test13184025.run403.neos-3610173-itata.log,neos-3610173-itata,,4,0,253.2,14,1.480000e+02,1.480000e+02,0.00%,0.25
test13184025.run404.neos-3611447-jijia.log,neos-3611447-jijia,,42,0,17.6,15,1.070000e+02,1.070000e+02,0.00%,0.19
test13184025.run405.neos-3611689-kaihu.log,neos-3611689-kaihu,,116,0,55.8,31,1.190000e+02,1.190000e+02,0.00%,0.33
test13184025.run406.neos-3627168-kasai.log,neos-3627168-kasai,,22863,0,33.3,47,9.885856e+05,9.885856e+05,0.00%,39.95
test13184025.run407.neos-3631363-vilnia.log,neos-3631363-vilnia,,25612,0,1373,56,1.000000e+30,--,0.00%,2811
test13184025.run408.neos-3636886-kereu.log,neos-3636886-kereu,,1724698,0,31.5,8,1.000018e+08,1.000018e+08,0.00%,2396
test13184025.run410.neos-3656078-kumeu.log,neos-3656078-kumeu,,71898,18852,1526,259,-1.344436e+04,-1.317100e+04,2.03%,7200
test13184025.run411.neos-3660371-kurow.log,neos-3660371-kurow,,96949,0,83.5,35,2.270850e+03,2.270850e+03,0.00%,153
test13184025.run412.neos-3661949-lesse.log,neos-3661949-lesse,,1,0,0.0,0,6.890000e+08,6.890000e+08,0.00%,0.08
test13184025.run413.neos-3665875-lesum.log,neos-3665875-lesum,,4297,0,448.7,184,3.274810e+03,3.274810e+03,0.00%,95.93
test13184025.run415.neos-3696678-lyvia.log,neos-3696678-lyvia,,1,0,0.0,0,8.375000e+01,8.375000e+01,0.00%,0.09
test13184025.run417.neos-3699377-maori.log,neos-3699377-maori,,13423,0,29.3,10,1.358772e+05,1.358772e+05,0.00%,35.45
test13184025.run418.neos-3703351-marne.log,neos-3703351-marne,,3159,0,21.3,3,3.170562e+05,3.170562e+05,0.00%,6.63
test13184025.run420.neos-3734794-moppy.log,neos-3734794-moppy,,8615085,776079,11.6,16,5.900535e+09,5.900906e+09,0.01%,7200
test13184025.run421.neos-3754480-nidda.log,neos-3754480-nidda,,59781968,0,5.3,22,1.294174e+04,1.294174e+04,0.00%,2485
test13184025.run422.neos-3755335-nizao.log,neos-3755335-nizao,,1,0,0.0,1013,5.003016e+01,5.003016e+01,0.00%,4.10
test13184025.run423.neos-3759587-noosa.log,neos-3759587-noosa,,1,0,0.0,33,4.833447e+01,4.833447e+01,0.00%,2.67
test13184025.run424.neos-3761878-oglio.log,neos-3761878-oglio,,5049,0,18.6,11,4.227690e+05,4.227690e+05,0.00%,7.74
test13184025.run425.neos-3762025-ognon.log,neos-3762025-ognon,,14345259,0,8.6,12,6.071715e+05,6.071715e+05,0.00%,4927
test13184025.run426.neos-3988577-wolgan.log,neos-3988577-wolgan,,524,0,1452,282,1.000000e+30,--,0.00%,173
test13184025.run427.neos-4165869-wannon.log,neos-4165869-wannon,,2353837,0,141.7,234,2.930000e+02,2.930000e+02,0.00%,7137
test13184025.run428.neos-4260495-otere.log,neos-4260495-otere,,53,0,1207,0,5.290000e+03,5.290000e+03,0.00%,13.89
test13184025.run429.neos-4295773-pissa.log,neos-4295773-pissa,,2654,1125,6073,3418,1.823816e-02,5.241826e-02,65.2%,7200
test13184025.run430.neos-4300652-rahue.log,neos-4300652-rahue,,15,0,6415,1576,2.141600e+00,2.141600e+00,0.00%,44.00
test13184025.run431.neos-4321076-ruwer.log,neos-4321076-ruwer,,10269,4534,1993,46,1.937286e+03,2.169600e+03,10.7%,7200
test13184025.run432.neos-4322846-ryton.log,neos-4322846-ryton,,87,0,382.4,140,4.198484e-01,4.198484e-01,0.00%,54.67
test13184025.run433.neos-4332801-seret.log,neos-4332801-seret,,7469,0,37.5,4,2.798355e+05,2.798355e+05,0.00%,297
test13184025.run434.neos-4332810-sesia.log,neos-4332810-sesia,,2481,0,49.8,54,2.184976e+04,2.184976e+04,0.00%,300
test13184025.run435.neos-4333464-siret.log,neos-4333464-siret,,1150,0,1208,92,2.478582e+01,2.478582e+01,0.00%,59.87
test13184025.run436.neos-4333596-skien.log,neos-4333596-skien,,111247,0,8.0,8,-1.461073e+07,-1.461073e+07,0.00%,16.71
test13184025.run437.neos-4335793-snake.log,neos-4335793-snake,,1,1,9486802,2059,2.033188e+01,--,Inf,7200
test13184025.run438.neos-4338804-snowy.log,neos-4338804-snowy,,37640496,0,12.4,67,1.471000e+03,1.471000e+03,0.00%,4522
test13184025.run439.neos-4343293-stony.log,neos-4343293-stony,,4742,41,5502,940,4.548250e+01,4.697052e+01,3.17%,7200
test13184025.run440.neos-4359986-taipa.log,neos-4359986-taipa,,2,0,481.0,0,6.980000e+01,6.980000e+01,0.00%,2.49
test13184025.run441.neos-4382714-ruvuma.log,neos-4382714-ruvuma,,272784,2919,265.5,1314,0.000000e+00,--,Inf,7200
test13184025.run442.neos-4387871-tavua.log,neos-4387871-tavua,,46,0,8703,466,3.338473e+01,3.338473e+01,0.00%,168
test13184025.run443.neos-4391920-timok.log,neos-4391920-timok,,1,0,1105,0,5.455408e-03,5.455408e-03,0.00%,19.13
test13184025.run444.neos-4393408-tinui.log,neos-4393408-tinui,,427,0,430.0,9,3.754981e+02,3.754981e+02,0.00%,15.49
test13184025.run445.neos-4408804-prosna.log,neos-4408804-prosna,,544,0,14486,182,1.306000e+03,1.306000e+03,0.00%,4322
test13184025.run446.neos-4409277-trave.log,neos-4409277-trave,,862,0,704.5,1442,3.000000e+00,3.000000e+00,0.00%,388
test13184025.run447.neos-4413714-turia.log,neos-4413714-turia,,4,0,1024,387,4.537017e+01,4.537017e+01,0.00%,23.24
test13184025.run449.neos-4532248-waihi.log,neos-4532248-waihi,,509,0,431.3,154,6.160000e+01,6.160000e+01,0.00%,87.65
test13184025.run450.neos-4647030-tutaki.log,neos-4647030-tutaki,,10699290,8301888,2.1,2,2.726519e+04,2.726571e+04,0.00%,6615
test13184025.run451.neos-4650160-yukon.log,neos-4650160-yukon,,15095610,4479889,20.8,52,5.395986e+01,5.988500e+01,9.89%,7200
test13184025.run452.neos-4703857-ahuroa.log,neos-4703857-ahuroa,,7,0,3.3,0,7.868281e+09,7.868281e+09,0.00%,13.42
test13184025.run453.neos-4722843-widden.log,neos-4722843-widden,,566,0,32.7,12,2.500966e+04,2.500966e+04,0.00%,6.87
test13184025.run454.neos-4724674-aorere.log,neos-4724674-aorere,,1492,0,34.1,0,8.609198e+03,8.609198e+03,0.00%,12.05
test13184025.run455.neos-4736745-arroux.log,neos-4736745-arroux,,14089,0,63.7,113,2.473453e+08,2.473453e+08,0.00%,194
test13184025.run456.neos-4738912-atrato.log,neos-4738912-atrato,,25746,0,30.9,129,2.836280e+08,2.836280e+08,0.00%,54.69
test13184025.run457.neos-4754521-awarau.log,neos-4754521-awarau,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,13.90
test13184025.run458.neos-4760493-puerua.log,neos-4760493-puerua,,443,0,219.1,400,2.665458e+03,2.665458e+03,0.00%,34.68
test13184025.run459.neos-4763324-toguru.log,neos-4763324-toguru,,237,0,229.9,185,1.613039e+03,1.613039e+03,0.00%,35.42
test13184025.run460.neos-4797081-pakoka.log,neos-4797081-pakoka,,7133,2463,2061,1895,0.000000e+00,--,Inf,7200
test13184025.run461.neos-4805882-barwon.log,neos-4805882-barwon,,4285,0,69.9,0,3.010000e+03,3.010000e+03,0.00%,13.08
test13184025.run462.neos-480878.log,neos-480878,,6192,0,25.5,14,4.925144e+02,4.925144e+02,0.00%,7.77
test13184025.run463.neos-4954274-beardy.log,neos-4954274-beardy,,19403,12075,3171,1118,2.037174e+04,2.637947e+04,22.8%,7200
test13184025.run466.neos-4954672-berkel.log,neos-4954672-berkel,,137397,0,96.3,76,2.612710e+06,2.612710e+06,0.00%,208
test13184025.run469.neos-4966258-blicks.log,neos-4966258-blicks,,1,0,30017,1,5.560000e+02,5.560000e+02,0.00%,41.69
test13184025.run470.neos-4971100-bodrog.log,neos-4971100-bodrog,,1,0,0.0,0,4.280445e-08,4.280445e-08,0.00%,1.45
test13184025.run471.neos-4972437-bojana.log,neos-4972437-bojana,,9,0,10979,29,4.270000e+02,4.270000e+02,0.00%,190
test13184025.run472.neos-4972461-bolong.log,neos-4972461-bolong,,71,0,7059,130,5.340000e+02,5.340000e+02,0.00%,318
test13184025.run473.neos-4976951-bunnoo.log,neos-4976951-bunnoo,,9,0,5540,188,4.540000e+02,4.540000e+02,0.00%,98.99
test13184025.run474.neos-4984115-canche.log,neos-4984115-canche,,2,0,29.0,0,-9.946660e+06,-9.946660e+06,0.00%,8.68
test13184025.run475.neos-498623.log,neos-498623,,15,0,246.1,4,1.660000e+01,1.660000e+01,0.00%,2.01
test13184025.run476.neos4.log,neos4,,1,0,0.0,0,-4.860344e+10,-4.860344e+10,0.00%,1.14
test13184025.run477.neos-5013590-toitoi.log,neos-5013590-toitoi,,233,0,794.3,516,3.772453e+03,3.772453e+03,0.00%,29.26
test13184025.run478.neos-5018451-chiese.log,neos-5018451-chiese,,13129,0,5.0,10,-1.479888e+08,-1.479888e+08,0.00%,2191
test13184025.run479.neos-503737.log,neos-503737,,1112,0,227.2,79,5.000000e+01,5.000000e+01,0.00%,8.51
test13184025.run481.neos-5049753-cuanza.log,neos-5049753-cuanza,,1601,0,3454,407,5.620000e+02,5.620000e+02,0.00%,5491
test13184025.run482.neos-5051588-culgoa.log,neos-5051588-culgoa,,4131482,1262092,56.5,33,1.334461e+02,1.345000e+02,0.78%,7200
test13184025.run483.neos-5052403-cygnet.log,neos-5052403-cygnet,,1,0,0.0,57,1.820000e+02,1.820000e+02,0.00%,19.38
test13184025.run484.neos-5075914-elvire.log,neos-5075914-elvire,,89274,0,155.5,22,3.238388e+02,3.238388e+02,0.00%,155
test13184025.run485.neos-5076235-embley.log,neos-5076235-embley,,18953,0,348.6,29,2.362000e+03,2.362000e+03,0.00%,364
test13184025.run486.neos-5078479-escaut.log,neos-5078479-escaut,,1980428,0,89.6,6,9.682338e+03,9.682338e+03,0.00%,1847
test13184025.run487.neos-5079731-flyers.log,neos-5079731-flyers,,8445,0,493.7,35,2.440000e+03,2.440000e+03,0.00%,212
test13184025.run489.neos-5083528-gimone.log,neos-5083528-gimone,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,2.44
test13184025.run490.neos-5093327-huahum.log,neos-5093327-huahum,,267791,0,238.9,14,6.260000e+03,6.260000e+03,0.00%,2125
test13184025.run491.neos-5100895-inster.log,neos-5100895-inster,,8485,0,278.6,9,3.132000e+03,3.132000e+03,0.00%,102
test13184025.run492.neos-5102383-irwell.log,neos-5102383-irwell,,23280,0,269.8,30,2.210000e+03,2.210000e+03,0.00%,300
test13184025.run493.neos-5104907-jarama.log,neos-5104907-jarama,,534,1,18630,469,9.170235e+02,--,Inf,7200
test13184025.run494.neos-5106984-jizera.log,neos-5106984-jizera,,7,0,2755,0,8.210000e+02,8.210000e+02,0.00%,93.05
test13184025.run495.neos-5107597-kakapo.log,neos-5107597-kakapo,,103995,0,79.3,9,3.645000e+03,3.645000e+03,0.00%,113
test13184025.run496.neos-5108386-kalang.log,neos-5108386-kalang,,1,0,50630,0,7.300000e+02,7.300000e+02,0.00%,256
test13184025.run497.neos-5114902-kasavu.log,neos-5114902-kasavu,,1,1,553523,604,6.400986e+02,--,Inf,7200
test13184025.run498.neos-5115478-kaveri.log,neos-5115478-kaveri,,113883,0,68.7,9,1.234000e+03,1.234000e+03,0.00%,116
test13184025.run499.neos-5116085-kenana.log,neos-5116085-kenana,,34,16,34521,530,5.998302e+02,6.060000e+02,1.02%,7201
test13184025.run500.neos-5118834-korana.log,neos-5118834-korana,,188,2,25017,429,7.570000e+02,7.570000e+02,0.00%,7200
test13184025.run501.neos-5118851-kowhai.log,neos-5118851-kowhai,,52,0,3905,12,1.376000e+03,1.376000e+03,0.00%,677
test13184025.run502.neos-5123665-limmat.log,neos-5123665-limmat,,9,0,12107,118,7.300000e+02,7.300000e+02,0.00%,456
test13184025.run503.neos-5125849-lopori.log,neos-5125849-lopori,,5996632,761,51.6,138,0.000000e+00,--,Inf,7200
test13184025.run504.neos-5129192-manaia.log,neos-5129192-manaia,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,49.18
test13184025.run505.neos-5138690-middle.log,neos-5138690-middle,,317,251,15006,313,7.353353e+02,7.540000e+02,2.48%,7200
test13184025.run506.neos-5140963-mincio.log,neos-5140963-mincio,,5292188,0,4.3,4,1.439300e+04,1.439300e+04,0.00%,201
test13184025.run507.neos-5149806-wieprz.log,neos-5149806-wieprz,H,0,1,--,0,1.500000e+01,3.500000e+01,57.1%,1.42
test13184025.run509.neos-5178119-nalagi.log,neos-5178119-nalagi,,1388455,0,30.1,14,2.274000e+01,2.274000e+01,0.00%,1048
test13184025.run510.neos-5182409-nasivi.log,neos-5182409-nasivi,,65873,0,31.4,25,3.020000e+02,3.020000e+02,0.00%,46.51
test13184025.run511.neos-5188808-nattai.log,neos-5188808-nattai,,16550,0,344.3,12,1.102871e-01,1.102871e-01,0.00%,107
test13184025.run512.neos-5192052-neckar.log,neos-5192052-neckar,,1,0,39.0,3,-1.167000e+07,-1.167000e+07,0.00%,0.03
test13184025.run513.neos-5193246-nerang.log,neos-5193246-nerang,,22045,0,205.3,479,3.821976e-02,3.821976e-02,0.00%,217
test13184025.run514.neos-5195221-niemur.log,neos-5195221-niemur,,20609,0,208.4,801,3.835496e-03,3.835496e-03,0.00%,142
test13184025.run515.neos-5196530-nuhaka.log,neos-5196530-nuhaka,,565805,47076,180.6,311,1.153280e-04,7.892809e-03,98.5%,7200
test13184025.run516.neos-520729.log,neos-520729,,856604,95597,2.0,2,-1.389167e+06,-1.385000e+06,0.30%,7200
test13184025.run517.neos-5223573-tarwin.log,neos-5223573-tarwin,,1,1,787209,435,1.058000e-01,--,Inf,7200
test13184025.run518.neos-5251015-ogosta.log,neos-5251015-ogosta,,1,1,737405,456,1.058000e-01,--,Inf,7200
test13184025.run519.neos-525149.log,neos-525149,,1,0,0.0,56,6.100000e+01,6.100000e+01,0.00%,0.84
test13184025.run520.neos-5260764-orauea.log,neos-5260764-orauea,,2784952,284747,34.5,77,8.077126e+04,8.259318e+04,2.21%,7200
test13184025.run521.neos-5261882-treska.log,neos-5261882-treska,,18477326,1893624,16.7,10,4.520250e+04,5.161487e+04,12.4%,7200
test13184025.run522.neos-5273874-yomtsa.log,neos-5273874-yomtsa,,1,1,1053804,271,2.273737e-13,1.184319e+02,100.0%,7200
test13184025.run523.neos-555001.log,neos-555001,,1,0,281.0,0,1.210625e+06,1.210625e+06,0.00%,0.22
test13184025.run524.neos-555343.log,neos-555343,,71939,0,25.2,7,1.512800e+06,1.512800e+06,0.00%,42.53
test13184025.run525.neos-555424.log,neos-555424,,5337,0,33.3,6,1.286800e+06,1.286800e+06,0.00%,14.62
test13184025.run526.neos-555884.log,neos-555884,,71,0,394.6,6,1.232700e+06,1.232700e+06,0.00%,2.36
test13184025.run527.neos-565672.log,neos-565672,,1,0,5614,64,9.069355e+04,9.069355e+04,0.00%,17.67
test13184025.run528.neos-574665.log,neos-574665,,226031855,29320148,1.3,3,5.751839e+06,5.761665e+06,0.17%,7200
test13184025.run529.neos-578379.log,neos-578379,,1,1,1843,743,0.000000e+00,0.000000e+00,0.00%,4.58
test13184025.run530.neos-585192.log,neos-585192,,663,0,21.8,61,4.611797e+02,4.611797e+02,0.00%,1.68
test13184025.run531.neos-585467.log,neos-585467,,186,0,19.1,34,3.993739e+02,3.993739e+02,0.00%,1.11
test13184025.run532.neos-595904.log,neos-595904,,4,0,923.8,0,6.482959e+04,6.482959e+04,0.00%,0.89
test13184025.run533.neos5.log,neos5,,666249,0,7.8,10,1.500000e+01,1.500000e+01,0.00%,18.32
test13184025.run534.neos-619167.log,neos-619167,,12571,0,306.0,122,2.141593e+00,2.141593e+00,0.00%,132
test13184025.run535.neos-631517.log,neos-631517,,26065465,6891392,23.4,107,1.074948e+07,1.149150e+07,6.46%,7200
test13184025.run536.neos-631710.log,neos-631710,,2,0,4357,10,2.030000e+02,2.030000e+02,0.00%,64.26
test13184025.run537.neos-633273.log,neos-633273,,1,0,0.0,0,6.996841e+09,6.996841e+09,0.00%,0.38
test13184025.run538.neos-662469.log,neos-662469,,2125,0,349.1,355,1.843800e+05,1.843800e+05,0.00%,76.51
test13184025.run539.neos-686190.log,neos-686190,,3773,0,32.7,50,6.730000e+03,6.730000e+03,0.00%,15.09
test13184025.run540.neos-691058.log,neos-691058,,544,1,145.9,442,2.970000e+02,2.970000e+02,0.00%,6.45
test13184025.run541.neos6.log,neos6,,381,0,573.0,72,8.300000e+01,8.300000e+01,0.00%,11.83
test13184025.run542.neos-738098.log,neos-738098,,319,0,431.6,223,-1.099000e+03,-1.099000e+03,0.00%,30.11
test13184025.run543.neos-780889.log,neos-780889,,1,0,0.0,0,3.421500e+06,3.421500e+06,0.00%,2.52
test13184025.run544.neos-787933.log,neos-787933,,1,0,0.0,0,3.000000e+01,3.000000e+01,0.00%,0.68
test13184025.run545.neos-799711.log,neos-799711,,746,0,1818,194,-1.117021e+07,-1.117021e+07,0.00%,70.10
test13184025.run546.neos-799716.log,neos-799716,,1,0,0.0,92,4.932671e+06,4.932671e+06,0.00%,3.91
test13184025.run547.neos-807639.log,neos-807639,,3878,0,10.2,23,4.542000e+02,4.542000e+02,0.00%,3.83
test13184025.run548.neos-820879.log,neos-820879,,272,0,109.8,96,2.546800e+04,2.546800e+04,0.00%,8.37
test13184025.run549.neos-824661.log,neos-824661,,1,0,0.0,290,3.300000e+01,3.300000e+01,0.00%,4.85
test13184025.run550.neos-826224.log,neos-826224,,1,0,0.0,144,1.210000e+02,1.210000e+02,0.00%,3.57
test13184025.run551.neos-826650.log,neos-826650,,1552099,14733,292.0,209,2.800000e+01,2.900000e+01,3.45%,7200
test13184025.run552.neos-827015.log,neos-827015,,279,0,1227,2266,2.319590e+00,2.319590e+00,0.00%,67.01
test13184025.run553.neos-827175.log,neos-827175,,1,0,0.0,14,1.120015e+02,1.120015e+02,0.00%,2.54
test13184025.run554.neos-829552.log,neos-829552,,143,0,673.9,1827,2.319590e+00,2.319590e+00,0.00%,26.55
test13184025.run555.neos-831188.log,neos-831188,,2478,0,517.5,586,2.613775e+00,2.613775e+00,0.00%,56.75
test13184025.run556.neos-848589.log,neos-848589,,26,0,2362,8,2.351403e+03,2.351403e+03,0.00%,222
test13184025.run557.neos-850681.log,neos-850681,,536,0,33.0,101,2.472000e+03,2.472000e+03,0.00%,6.11
test13184025.run558.neos859080.log,neos859080,,4478,0,1.0,1,1.000000e+30,--,0.00%,0.25
test13184025.run559.neos-859770.log,neos-859770,,1,0,7232,68,1.000000e+30,--,0.00%,2.88
test13184025.run560.neos-860300.log,neos-860300,,1,0,6234,216,3.201000e+03,3.201000e+03,0.00%,3.11
test13184025.run561.neos-872648.log,neos-872648,,248379,0,24.4,2,4.860791e+01,4.860791e+01,0.00%,419
test13184025.run562.neos-873061.log,neos-873061,,3087865,0,23.5,16,1.136562e+02,1.136562e+02,0.00%,5202
test13184025.run563.neos-876808.log,neos-876808,,3066,0,4467,1801,1.697953e+05,1.697953e+05,0.00%,1819
test13184025.run564.neos-885086.log,neos-885086,,1,0,7132,65,-2.430000e+02,-2.430000e+02,0.00%,8.05
test13184025.run565.neos-885524.log,neos-885524,,64,0,14.4,10,1.232009e+04,1.232009e+04,0.00%,5.37
test13184025.run566.neos8.log,neos8,,1,0,10.0,0,-3.719000e+03,-3.719000e+03,0.00%,1.13
test13184025.run567.neos-911970.log,neos-911970,,538,0,113.5,20,5.476000e+01,5.476000e+01,0.00%,2.82
test13184025.run568.neos-913984.log,neos-913984,,1,0,0.0,95,1.000000e+03,1.000000e+03,0.00%,28.59
test13184025.run569.neos-914441.log,neos-914441,,142,0,2890,0,9.347772e+06,9.347772e+06,0.00%,10.81
test13184025.run570.neos-932721.log,neos-932721,,1,0,352.0,128,5.203000e+04,5.203000e+04,0.00%,0.64
test13184025.run571.neos-933562.log,neos-933562,,9352118,1209584,44.7,157,8.805108e+00,1.800000e+01,51.1%,7200
test13184025.run572.neos-933638.log,neos-933638,,351,0,1512,94,2.760000e+02,2.760000e+02,0.00%,61.98
test13184025.run573.neos-933966.log,neos-933966,,7,0,6353,12,3.180000e+02,3.180000e+02,0.00%,21.31
test13184025.run574.neos-935234.log,neos-935234,,39580,0,1818,515,2.432000e+03,2.432000e+03,0.00%,4772
test13184025.run575.neos-935769.log,neos-935769,,255,0,1003,54,3.010000e+03,3.010000e+03,0.00%,47.57
test13184025.run576.neos-941313.log,neos-941313,,383,0,1188,566,9.361000e+03,9.361000e+03,0.00%,284
test13184025.run577.neos-948346.log,neos-948346,,1086,0,3842,180,-2.276000e+02,-2.276000e+02,0.00%,967
test13184025.run578.neos-950242.log,neos-950242,,1,0,6536,92,4.000000e+00,4.000000e+00,0.00%,4.20
test13184025.run579.neos-952987.log,neos-952987,,1342,776,11132,1858,3.315177e+03,--,Inf,7200
test13184025.run580.neos-953928.log,neos-953928,,415,0,182.1,73,-9.990444e+01,-9.990444e+01,0.00%,21.08
test13184025.run581.neos-954925.log,neos-954925,,160109,2257,192.6,43,-2.377700e+02,-2.377689e+02,0.00%,7200
test13184025.run582.neos-956971.log,neos-956971,,145851,1898,173.5,29,-2.377700e+02,-2.377689e+02,0.00%,7200
test13184025.run583.neos-957143.log,neos-957143,,245309,2117,116.4,5,-2.377700e+02,-2.377689e+02,0.00%,7200
test13184025.run584.neos-957323.log,neos-957323,,3,0,846.3,66,-2.377567e+02,-2.377567e+02,0.00%,10.31
test13184025.run585.neos-960392.log,neos-960392,,1,0,0.0,834,-2.380000e+02,-2.380000e+02,0.00%,7.34
test13184025.run586.neos-983171.log,neos-983171,,70492,21102,1862,402,2.359500e+03,2.365000e+03,0.23%,7200
test13184025.run587.neos9.log,neos9,,2,0,7245,11,7.980000e+02,7.980000e+02,0.00%,11.81
test13184025.run588.net12.log,net12,,1,1,0.0,366,2.140000e+02,2.140000e+02,0.00%,1.32
test13184025.run589.netdiversion.log,netdiversion,,41,0,2257,4048,2.420000e+02,2.420000e+02,0.00%,111
test13184025.run590.newdano.log,newdano,,952720,0,77.6,23,6.566667e+01,6.566667e+01,0.00%,579
test13184025.run591.nexp-150-20-1-5.log,nexp-150-20-1-5,,1,0,792.0,17,6.600000e+01,6.600000e+01,0.00%,0.45
test13184025.run592.nexp-150-20-8-5.log,nexp-150-20-8-5,,2083,0,312.1,62,2.310000e+02,2.310000e+02,0.00%,60.37
test13184025.run593.nexp-50-20-1-1.log,nexp-50-20-1-1,,1,0,406.0,26,2.900000e+01,2.900000e+01,0.00%,0.16
test13184025.run594.nexp-50-20-4-2.log,nexp-50-20-4-2,,1,0,2320,6,7.100000e+01,7.100000e+01,0.00%,0.49
test13184025.run595.nh97_potential.log,nh97_potential,,2334,0,159.3,113,1.418000e+03,1.418000e+03,0.00%,11.77
test13184025.run596.nh97_tension.log,nh97_tension,,2919,0,22.6,18,1.418000e+03,1.418000e+03,0.00%,2.01
test13184025.run597.no-ip-64999.log,no-ip-64999,,22013,0,62.3,136,1.000000e+30,--,0.00%,17.89
test13184025.run598.no-ip-65059.log,no-ip-65059,,19343,0,66.6,89,1.000000e+30,--,0.00%,17.77
test13184025.run599.noswot.log,noswot,,860890,0,4.6,1,-4.100000e+01,-4.100000e+01,0.00%,28.81
